Unnamed: 0,FY24 budget,FY23 ant,FY22,FY21,FY20
Expenses,1150000,987300,725200,625700,512500
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,FY24 budget,FY23 ant,FY22,FY21,FY20
Earned Rev,700395,567715,475437,473384,291516
